"","np_id","formula","mw","alogp","mlogp","xlogp","hba","hbd","psa","rotatable_bond","rings","heavy_atom","lipinski_failure"
"281","NPC133671","C21H20O11",448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
"282","NPC148977","C20H32O3",320.24,-0.0131,3.33,3.935,3,3,60.69,7,4,23,0
"283","NPC150977","C48H50O13",834.33,2.1897,5.31,4.664,3,6,201.67,26,7,61,1
"284","NPC197107","C15H22O6",298.14,-1.7841,2.45,-1.429,6,4,102.68,7,4,21,0
"285","NPC85661","C17H11NO7",341.05,0.0658,2.45,2.79,2,1,108.13,6,4,25,0
"286","NPC101138","C21H30O5",362.21,-0.3801,3.22,2.96,5,0,61.83,4,5,26,0
"287","NPC131379","C28H16Cl6O4",625.92,3.2172,3.44,6.65,0,4,80.92,10,4,38,1
"288","NPC245975","C20H14O8",382.07,-1.4134,2.78,0.438,4,2,119.36,7,4,28,0
"289","NPC94842","C15H11NO5",285.06,-0.858,2.45,0.464,3,2,96.72,5,3,21,0
"290","NPC33168","C20H22N2O2",322.17,-0.8033,3.22,7.492,4,2,65.18,10,2,24,1
"291","NPC290038","C21H26O3",326.19,1.0674,3.44,5.774,2,0,39.44,6,4,24,1
"292","NPC60389","C17H16O4",284.1,0.4587,2.89,4.265,2,1,55.76,6,3,21,0
"293","NPC270620","C18H16O7",344.09,-1.9197,2.67,1.882,2,2,94.45,9,3,25,0
"294","NPC269367","C12H9NO2",199.06,-0.2059,2.45,2.723,1,0,35.26,2,3,15,0
"295","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"296","NPC477634","C148H220N38O42S6",3393.46,-10.1489,8.28,-1.199,80,44,1500.4,97,10,234,3
"297","NPC258501","C15H22O10",362.12,-4.3433,2.01,-2.707,10,6,161.6,10,4,25,1
"298","NPC241911","C16H22O10",374.12,-3.1722,2.12,-2.175,10,6,166.14,11,3,26,1
"299","NPC82217","C21H18O6",366.11,-1.2301,3.11,2.987,0,2,81.29,9,4,27,0
"300","NPC11799","C13H14O2",202.1,0.7579,2.67,2.26,1,0,26.3,4,2,15,0
"301","NPC245975","C20H14O8",382.07,-1.4134,2.78,0.438,4,2,119.36,7,4,28,0
"302","NPC130359","C35H62O8",610.44,-7.6682,4.43,7.012,8,4,133.52,32,2,43,2
"303","NPC110639","C20H20O7",372.12,-0.7626,2.89,2.236,1,0,72.45,11,3,27,0
"304","NPC281840","C31H44O12",608.28,-0.7732,3.55,2.092,12,6,200.28,17,5,43,2
"305","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"306","NPC139901","C19H18O",262.14,0.6623,3.44,8.589,1,0,17.07,6,2,20,1
"307","NPC220498","C30H48O4",472.36,2.1268,4.32,8.595,4,3,77.76,11,5,34,1
"308","NPC136879","C15H22O4",266.15,-0.0131,2.67,0.437,4,2,66.76,8,2,19,0
"309","NPC76112","C42H38O20",862.2,-6.3452,3.88,0.662,16,12,347.96,21,8,62,2
"310","NPC114159","C30H48O5",488.35,-0.046,4.21,6.075,5,4,97.99,12,5,35,1
"311","NPC51146","C11H6O3",186.03,0.1159,2.34,2.134,1,0,39.44,0,3,14,0
"312","NPC53109","C19H30O4",322.21,-4.0748,3.11,7.372,4,2,74.6,15,1,23,2
"313","NPC187616","C20H22O4",326.15,0.2723,3.22,4.363,0,1,47.92,9,3,24,0
"314","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"315","NPC226656","C24H18O8",434.1,-2.0325,3.22,1.152,3,4,141.36,10,4,32,0
"316","NPC171831","C13H14O4",234.09,-0.5462,2.45,2.067,4,2,66.76,5,2,17,0
"317","NPC473134","C19H26O3",302.19,0.7863,3.22,4.062,0,1,38.69,7,4,22,0
"318","NPC115165","C50H82O23",1050.52,-6.3588,4.43,0.16,23,13,355.29,28,10,73,3
"319","NPC101043","C31H36O10",568.23,-0.2336,3.77,4.023,10,2,153.5,16,4,41,0
"320","NPC145832","C20H23NO4",341.16,-0.221,3.11,1.718,1,1,51.16,8,4,25,0
"321","NPC93241","C18H12O3",276.08,0.6023,3.11,4.57,2,0,47.28,2,4,21,0
"322","NPC50960","C22H20O8",412.12,-1.6713,3,0.892,2,3,114.68,10,4,30,0
"323","NPC35288","C27H34O16",614.18,-2.9032,2.67,-0.496,15,5,234.04,23,3,43,2
"324","NPC213896","C25H28O6",424.19,0.8349,3.55,3.655,1,4,107.22,13,3,31,0
"325","NPC281780","C25H32O7",444.21,-0.9799,3.44,3.766,3,2,94.45,16,3,32,0
"326","NPC293852","C20H16O5",336.1,-0.5164,3.11,2.967,1,2,75.99,5,4,25,0
"327","NPC29599","C20H20O6",356.13,-1.2348,3,1.768,2,2,85.22,7,4,26,0
"328","NPC22519","C18H16O6",328.09,-1.1193,2.78,2.161,1,1,74.22,8,3,24,0
"329","NPC302408","C21H22O8",402.13,-0.8144,2.89,1.792,1,0,81.68,13,3,29,0
"330","NPC472949","C42H66O14",794.45,-1.2618,4.54,6.564,14,8,232.9,22,7,56,3
"331","NPC110710","C35H64O7",596.47,-8.338,4.54,8.451,7,4,116.45,32,2,42,2
"332","NPC186128","C19H12O2",272.08,-0.3591,3.33,8.093,2,1,37.3,2,4,21,1
"333","NPC184649","C16H14O5",286.08,-1.5234,2.67,1.249,1,2,75.99,5,3,21,0
"334","NPC198968","C28H48O2",416.37,1.5371,4.32,8.85,2,2,40.46,13,4,30,1
"335","NPC68443","C20H32O2",304.24,1.962,3.44,5.051,2,2,40.46,9,2,22,1
"336","NPC202474","C12H14O4",222.09,0.1106,2.34,1.975,2,1,55.76,8,1,16,0
"337","NPC196137","C25H26O5",406.18,1.3751,3.66,6.53,2,2,83.83,12,3,30,1
"338","NPC80230","C22H22O7",398.14,-0.6687,3.11,2.289,2,0,72.45,7,5,29,0
"339","NPC73855","C21H20O12",464.1,-4.8524,2.45,-0.185,6,8,206.6,12,4,33,1
"340","NPC111114","C15H18O5",278.12,-0.2523,2.56,-0.353,5,1,80.67,7,2,20,0
"341","NPC110443","C19H24O6",348.16,0.206,2.89,0.505,6,1,89.9,4,3,25,0
"342","NPC208084","C15H13NO3",255.09,-0.7164,2.67,2.419,2,1,51.32,5,3,19,0
"343","NPC272157","C20H18O6",354.11,-1.9448,3,2.413,0,4,99.38,10,3,26,0
"344","NPC115023","C29H46O",410.35,1.9128,4.54,11.064,1,0,17.07,11,4,30,1
"345","NPC175313","C9H10O",134.07,0.5684,2.34,3.139,0,1,20.23,3,1,10,0
"346","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"347","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"348","NPC236973","C35H54O13",682.36,-3.0263,3.88,1.743,13,7,204.83,16,7,48,2
"349","NPC243601","C20H30O",286.23,1.2101,3.55,8.144,1,1,20.23,7,3,21,1
"350","NPC191012","C16H16O4",272.1,-0.1834,2.78,2.213,2,1,59.67,6,3,20,0
"351","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"352","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"353","NPC201658","C15H20O4",264.14,0.2625,2.67,0.578,4,1,63.6,3,3,19,0
"354","NPC329678","C21H20O5",352.13,0.795,3.22,2.229,2,1,72.83,5,4,26,0
"355","NPC23614","C21H18NO4.H2O",348.12,-1.7479,3.22,3.37,0,0,40.8,5,5,26,0
"356","NPC85830","C15H16O5",276.1,-0.5517,2.56,2.44,3,0,53.99,5,3,20,0
"357","NPC4152","C15H12O5",272.07,-2.0063,2.56,2.158,2,3,86.99,4,3,20,0
"358","NPC292792","C11H14O2",178.1,0.9251,2.45,3.003,0,0,18.46,6,1,13,0
"359","NPC197701","C27H42O3",414.31,2.4631,4.1,7.809,3,0,43.37,7,5,30,1
"360","NPC25821","C19H28O12",448.16,-4.1164,2.23,-2.076,10,7,187.76,16,3,31,1
"361","NPC120724","C28H32O6",464.22,1.1702,3.88,0.748,6,1,93.2,6,7,34,0
"362","NPC292419","C30H52O",428.4,2.4864,4.65,13.026,1,1,20.23,9,5,31,1
"363","NPC123127","C12H12O5",236.07,0.1146,2.23,1.163,1,0,53.99,6,2,17,0
"364","NPC130449","C28H36O13",580.22,-3.8727,3.11,-0.312,7,5,174.99,18,5,41,0
"365","NPC153008","C18H14O6",326.08,-1.073,2.78,2.552,1,0,63.22,5,4,24,0
"366","NPC309190","C22H28O7",404.18,1.01,3.11,1.113,7,2,110.13,11,3,29,0
"367","NPC156222","C17H14O6",314.08,-1.5278,2.67,1.642,1,2,85.22,7,3,23,0
"368","NPC176775","C19H18O7",358.11,-1.1711,2.78,1.717,1,1,83.45,10,3,26,0
"369","NPC120593","C23H22O7",410.14,-0.4116,3.22,1.588,1,1,83.45,7,5,30,0
"370","NPC82217","C21H18O6",366.11,-1.2301,3.11,2.987,0,2,81.29,9,4,27,0
"371","NPC191965","C32H52O3",484.39,2.3,4.65,10.099,3,1,46.53,12,5,35,1
"372","NPC232924","C18H17NO2",279.13,0.092,3.11,3.896,1,0,21.7,1,5,21,0
"373","NPC275671","C30H50O4",474.37,1.0984,4.32,8.421,4,4,80.92,15,5,34,1
"374","NPC130124","C18H25NO5",335.17,0.6098,2.78,1.203,6,1,76.07,4,3,24,0
"375","NPC25270","C17H14O7",330.07,-1.9881,2.56,1.108,1,3,105.45,8,3,24,0
"376","NPC184049","C15H24O",220.18,1.7158,3,4.157,1,1,20.23,4,3,16,0
"377","NPC215584","C17H14N2",246.12,0.8636,3.11,3.938,2,1,28.68,2,4,19,0
"378","NPC11422","C16H12O5",284.07,-1.4161,2.67,1.797,0,1,57.15,1,5,21,0
"379","NPC164600","C21H28O6",376.19,-0.9293,3.11,1.323,6,1,82.06,4,5,27,0
"380","NPC177013","C17H26O10",390.15,-2.9288,2.23,-1.092,10,5,155.14,12,3,27,0
"381","NPC122116","C31H48O3",468.36,1.9109,4.54,8.287,3,2,57.53,9,6,34,1
"382","NPC158088","C35H58O6",574.42,-0.4903,4.65,9.963,6,4,99.38,18,5,41,1
"383","NPC32222","C15H26O",222.2,1.3573,3,5.176,1,1,20.23,5,3,16,1
"384","NPC317254","C24H34N6O7",518.25,-1.244,2.67,-0.098,12,7,215.77,14,2,37,2
"385","NPC129373","C23H38O2",346.29,-2.9959,3.77,9.57,0,2,40.46,18,1,25,2
"386","NPC293908","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"387","NPC176893","C15H12O3",240.08,-0.7389,2.78,3.145,0,3,60.69,4,3,18,0
"388","NPC65133","C22H34O5",378.24,0.8923,3.33,4.727,5,0,61.83,7,4,27,0
"389","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"390","NPC98633","C20H26O6",362.17,-1.3913,3,-0.095,6,2,85.22,3,6,26,0
"391","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"392","NPC155847","C10H15NO",165.12,0.0247,2.34,1.733,1,1,23.47,6,1,12,0
"393","NPC25455","C39H63NO11",721.44,-2.983,4.43,3.474,12,7,179.56,16,8,51,2
"394","NPC80230","C22H22O7",398.14,-0.6687,3.11,2.289,2,0,72.45,7,5,29,0
"395","NPC60389","C17H16O4",284.1,0.4587,2.89,4.265,2,1,55.76,6,3,21,0
"396","NPC4574","C28H44O3",428.33,2.8285,4.21,8.383,3,1,38.69,11,3,31,1
"397","NPC178383","C30H50O2",442.38,2.1406,4.54,9.714,2,2,40.46,10,5,32,1
"398","NPC210434","C18H13NO3",291.09,-0.3674,3,3.348,2,0,48.42,4,4,22,0
"399","NPC48638","C10H16",136.13,1.7112,2.56,4.427,0,0,0,4,1,10,0
"400","NPC126248","C15H20O3",248.14,0.8653,2.78,1.236,3,1,46.53,2,3,18,0
"401","NPC212874","C28H45NO2",427.35,0.5467,4.21,6.084,3,1,32.7,6,6,31,1
"402","NPC107627","C30H20O12",572.1,-4.7951,3.44,1.627,3,8,214.44,11,6,42,1
"403","NPC269074","C17H24O",244.18,0.8558,3.22,6.319,1,1,20.23,10,0,18,1
"404","NPC63193","C21H30O7",394.2,0.3537,3,2.272,7,1,99.13,11,3,28,0
"405","NPC2476","C20H20O8",388.12,-1.2229,2.78,1.273,1,1,92.68,12,3,28,0
"406","NPC171533","C20H30O13",478.17,-3.7713,2.23,-1.944,9,6,185.99,18,3,33,1
"407","NPC311612","C30H44O7",516.31,0.3918,3.99,1.985,7,4,132.13,16,4,37,0
"408","NPC110443","C19H24O6",348.16,0.206,2.89,0.505,6,1,89.9,4,3,25,0
"409","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"410","NPC95804","C15H26O2",238.19,0.1916,2.89,4.364,2,2,40.46,7,3,17,0
"411","NPC286871","C19H24N2O3",328.18,-2.3014,3,2.127,3,1,50.8,4,4,24,0
"412","NPC33256","C17H17NO5",315.11,-0.6565,2.67,0.352,4,1,68.23,2,5,23,0
"413","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"414","NPC12774","C31H50O3",470.38,2.6005,4.54,9.728,3,1,46.53,11,5,34,1
"415","NPC214869","C19H21NO5",343.14,-0.7017,2.89,2.665,2,3,91.51,12,2,25,0
"416","NPC52086","C11H10O5",222.05,-0.2939,2.12,0.644,1,1,64.99,5,2,16,0
"417","NPC233650","C23H25NO4",379.18,-1.2561,3.44,2.42,2,1,51.16,7,5,28,0
"418","NPC51579","C56H90O25",1162.58,-4.7119,4.87,1.361,25,12,378.43,35,10,81,3
"419","NPC308404","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"420","NPC88297","C24H32O7",432.21,-0.2989,3.33,3.08,1,0,64.61,16,3,31,0
"421","NPC300299","C16H14N2O",250.11,-1.1092,2.89,5.993,3,0,32.67,3,3,19,1
"422","NPC95898","C12H8N2O4",244.05,-0.9672,2.12,1.214,0,2,91.38,2,3,18,0
"423","NPC469560","C19H20N2O2",308.15,-1.2638,3.11,2.879,4,0,40.62,2,5,23,0
"424","NPC471333","C40H62O7",654.45,3.4119,5.09,7.389,7,2,110.13,26,4,47,2
"425","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"426","NPC77089","C15H20O6",296.13,-1.6439,2.45,-0.677,6,3,99.52,6,4,21,0
"427","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"428","NPC4509","C20H28O2",300.21,2.3812,3.44,7.046,2,0,26.3,5,3,22,1
"429","NPC291709","C22H30O8",422.19,0.1812,3,3.056,8,0,100.66,16,3,30,1
"430","NPC85381","C34H30N2O5",546.22,-0.6075,4.43,5.162,2,1,72.75,4,7,41,1
"431","NPC272064","C31H20O10",552.11,-3.0543,3.77,3.708,2,4,151.98,10,6,41,0
"432","NPC297179","C28H40O10",536.26,-1.9358,3.44,1.213,10,4,159.82,16,5,38,0
"433","NPC62995","C16H13N3O3",295.1,-0.6245,2.56,3.29,5,2,87.72,6,3,22,0
"434","NPC177013","C17H26O10",390.15,-2.9288,2.23,-1.092,10,5,155.14,12,3,27,0
"435","NPC287668","C20H28O6",364.19,1.5433,3,1.96,6,2,93.06,13,2,26,0
"436","NPC191459","C18H16O8",360.08,-2.38,2.56,0.919,2,3,114.68,10,3,26,0
"437","NPC31037","C20H32O2",304.24,0.7951,3.44,3.308,2,2,40.46,7,3,22,0
"438","NPC31279","C10H10O2",162.07,0.726,2.34,2.93,0,0,18.46,2,2,12,0
"439","NPC278648","C28H46O3",430.34,1.5823,4.21,6.651,3,2,57.53,15,3,31,1
"440","NPC184049","C15H24O",220.18,1.7158,3,4.157,1,1,20.23,4,3,16,0
"441","NPC199023","C21H30O4",346.21,2.5614,3.33,4.233,1,1,47.92,16,1,25,0
"442","NPC70744","C10H10O4",194.06,-0.3908,2.12,1.231,2,2,66.76,6,1,14,0
"443","NPC35185","C17H26O10",390.15,-2.9288,2.23,-1.092,10,5,155.14,12,3,27,0
"444","NPC37709","C30H18O10",538.09,-2.533,3.66,0.496,4,6,189.66,9,6,40,1
"445","NPC212631","C16H14O4",270.09,-0.8751,2.78,4.767,1,2,66.76,7,2,20,0
"446","NPC470475","C49H74O20",982.48,-2.7706,4.65,2.628,20,9,307.12,27,7,69,2
"447","NPC39167","C37H66O6",606.49,-8.1475,4.87,11.451,6,2,85.22,29,3,43,2
"448","NPC243272","C18H28O4",308.2,-3.4343,3,6.126,4,1,63.6,14,1,22,2
"449","NPC66566","C20H34O3",322.25,0.4093,3.33,3.241,3,3,60.69,9,3,23,0
"450","NPC259733","C30H48O5",488.35,0.822,4.21,5.966,5,4,97.99,12,5,35,1
"451","NPC308404","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"452","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"453","NPC76213","C17H19NO3",285.14,-1.1136,2.89,2.236,1,3,61.72,6,3,21,0
"454","NPC105246","C15H24",204.19,3.2309,3.11,6.071,0,0,0,6,1,15,1
"455","NPC217176","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"456","NPC299706","C26H32O11",520.19,-2.659,3.11,1.307,7,5,164.37,16,4,37,0
"457","NPC85001","C27H43NO2",413.33,0.0108,4.1,5.845,3,2,41.49,5,6,30,1
"458","NPC290759","C17H19NO4",301.13,-1.1196,2.78,0.478,3,1,51.16,3,5,22,0
"459","NPC37641","C28H36O7",484.25,0.7846,3.77,7.074,7,0,88.13,14,4,35,1
"460","NPC195202","C18H16O6",328.09,-1.1193,2.78,2.161,1,1,74.22,8,3,24,0
"461","NPC120172","C28H22O6",454.14,-2.4926,3.88,4.781,0,6,121.38,9,5,34,1
"462","NPC167219","C15H18O4",262.12,0.3332,2.67,0.423,4,1,63.6,3,3,19,0
"463","NPC166506","C22H26O7",402.17,-0.8411,3.11,2.09,1,2,86.61,10,4,29,0
"464","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"465","NPC20500","C19H20O5",328.13,-0.5785,3,2.118,4,0,65.74,1,5,24,0
"466","NPC166584","C17H14O6",314.08,-1.4679,2.67,1.353,0,1,66.38,3,5,23,0
"467","NPC306843","C19H21NO4",327.15,-0.6295,3,1.199,1,2,62.16,7,4,24,0
"468","NPC127582","C15H22O",218.17,1.8291,3,3.754,1,0,17.07,4,2,16,0
"469","NPC192596","C19H26O2",286.19,2.665,3.33,5.332,1,1,29.46,12,1,21,1
"470","NPC233650","C23H25NO4",379.18,-1.2561,3.44,2.42,2,1,51.16,7,5,28,0
"471","NPC137669","C15H16O4",260.1,1.6319,2.67,2.808,1,0,44.76,7,2,19,0
"472","NPC70744","C10H10O4",194.06,-0.3908,2.12,1.231,2,2,66.76,6,1,14,0
"473","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"474","NPC237540","C15H18O4",262.12,0.2059,2.67,-0.117,4,1,63.6,4,3,19,0
"475","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"476","NPC54689","C31H48O4",484.36,2.4884,4.43,6.084,4,2,74.6,15,4,35,1
"477","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"478","NPC292458","C30H50O4",474.37,1.07,4.32,7.618,4,2,66.76,12,5,34,1
"479","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"480","NPC26229","C31H64",436.5,-8.2494,4.87,17.979,0,0,0,30,0,31,2
"481","NPC255350","C18H16O7",344.09,-1.5796,2.67,1.198,1,2,94.45,9,3,25,0
"482","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"483","NPC42372","C9H7NO",145.05,-0.6128,2.23,2.53,2,1,32.86,1,2,11,0
"484","NPC176300","C20H20O8",388.12,-1.563,2.78,1.957,2,1,92.68,12,3,28,0
"485","NPC235126","C27H42O3",414.31,0.2771,4.1,6.041,3,1,38.69,5,6,30,1
"486","NPC295406","C29H50O4",462.37,-6.7088,4.21,13.432,2,2,66.76,26,1,33,2
"487","NPC228504","C25H28O5",408.19,1.2952,3.66,4.189,1,3,86.99,12,3,30,0
"488","NPC227325","C19H18O8",374.1,-1.6314,2.67,0.754,1,2,103.68,11,3,27,0
"489","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"490","NPC226656","C24H18O8",434.1,-2.0325,3.22,1.152,3,4,141.36,10,4,32,0
"491","NPC271640","C27H48N2",400.38,1.1859,4.21,8.286,2,1,15.27,11,5,29,1
"492","NPC221144","C32H44O8",556.3,1.1668,4.1,3.404,8,3,138.2,18,4,40,0
"493","NPC240915","C11H8O5",220.04,-0.0845,2.12,1.09,1,0,53.99,2,3,16,0
"494","NPC189960","C18H16O6",328.09,-1.4594,2.78,3.478,2,1,74.22,8,3,24,0
"495","NPC225415","C30H50O",426.39,6.3229,4.65,9.509,1,1,20.23,20,1,31,2
"496","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"497","NPC293803","C30H46O",422.35,4.0649,4.65,10.982,1,0,17.07,8,5,31,1
"498","NPC86412","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"499","NPC84585","C15H12O3",240.08,-0.8938,2.78,3.456,1,1,46.53,2,3,18,0
"500","NPC85661","C17H11NO7",341.05,0.0658,2.45,2.79,2,1,108.13,6,4,25,0
"501","NPC110396","C8H8O4",168.04,-0.8026,1.9,0.252,4,0,52.6,4,1,12,0
"502","NPC26974","C29H60",408.47,-7.6734,4.65,16.841,0,0,0,28,0,29,2
"503","NPC177995","C22H28O6",388.19,-0.3244,3.22,3.165,3,2,93.06,12,3,28,0
"504","NPC267691","C30H46O3",454.34,2.6995,4.43,8.445,3,1,54.37,9,5,33,1
"505","NPC44773","C17H14N2",246.12,0.6611,3.11,4.112,2,1,28.68,2,4,19,0
"506","NPC289883","C15H10O2",222.07,0.1144,2.89,4.397,2,0,34.14,1,3,17,0
"507","NPC33320","C12H8O4",216.04,0.0641,2.34,1.69,1,0,48.67,2,3,16,0
"508","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"509","NPC11422","C16H12O5",284.07,-1.4161,2.67,1.797,0,1,57.15,1,5,21,0
"510","NPC317900","C14H10O5",258.05,-1.6014,2.45,0.702,3,2,87.74,4,3,19,0
"511","NPC26974","C29H60",408.47,-7.6734,4.65,16.841,0,0,0,28,0,29,2
"512","NPC122116","C31H48O3",468.36,1.9109,4.54,8.287,3,2,57.53,9,6,34,1
"513","NPC307063","C30H50O",426.39,3.2175,4.65,12.613,1,0,17.07,8,5,31,1
"514","NPC293908","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"515","NPC225467","C30H48O",424.37,3.4176,4.65,12.495,1,0,17.07,8,5,31,1
"516","NPC274441","C20H19NO4",338.14,-1.5606,3.11,0.706,2,1,49.2,6,4,25,0
"517","NPC186042","C13H20O3",224.14,0.4089,2.56,0.72,3,2,57.53,8,1,16,0
"518","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"519","NPC23614","C21H18NO4.H2O",348.12,-1.7479,3.22,3.37,0,0,40.8,5,5,26,0
"520","NPC210434","C18H13NO3",291.09,-0.3674,3,3.348,2,0,48.42,4,4,22,0
"521","NPC137669","C15H16O4",260.1,1.6319,2.67,2.808,1,0,44.76,7,2,19,0
"522","NPC215831","C15H18O3",246.13,1.0123,2.78,1.792,3,0,43.37,2,3,18,0
"523","NPC167635","C32H48N4",488.39,-2.7019,4.54,5.97,4,3,48.98,3,8,36,1
"524","NPC161571","C14H12O3",228.08,-0.9131,2.67,3.436,0,3,60.69,5,2,17,0
"525","NPC171409","C19H14NO4",320.09,-1.7821,3,2.823,0,0,40.8,0,6,24,0
"526","NPC306843","C19H21NO4",327.15,-0.6295,3,1.199,1,2,62.16,7,4,24,0
"527","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"528","NPC70744","C10H10O4",194.06,-0.3908,2.12,1.231,2,2,66.76,6,1,14,0
"529","NPC61473","C29H50O3",446.38,3.0732,4.32,8.993,3,1,54.37,24,1,32,2
"530","NPC161571","C14H12O3",228.08,-0.9131,2.67,3.436,0,3,60.69,5,2,17,0
"531","NPC123127","C12H12O5",236.07,0.1146,2.23,1.163,1,0,53.99,6,2,17,0
"532","NPC138117","C10H14O2",166.1,-1.1453,2.34,2.2,1,2,40.46,6,1,12,0
"533","NPC44083","C31H52O2",456.4,1.6791,4.65,12.335,2,0,26.3,15,4,33,1
"534","NPC70744","C10H10O4",194.06,-0.3908,2.12,1.231,2,2,66.76,6,1,14,0
"535","NPC200957","C26H36O9",492.24,-0.6306,3.33,1.068,9,2,136.43,14,4,35,0
"536","NPC262858","C30H48O3",456.36,2.988,4.43,9.5,3,2,57.53,14,4,33,1
"537","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
"538","NPC191459","C18H16O8",360.08,-2.38,2.56,0.919,2,3,114.68,10,3,26,0
"539","NPC272157","C20H18O6",354.11,-1.9448,3,2.413,0,4,99.38,10,3,26,0
"540","NPC166584","C17H14O6",314.08,-1.4679,2.67,1.353,0,1,66.38,3,5,23,0
"541","NPC281131","C21H20O12",464.1,-4.8921,2.45,-0.354,7,8,206.6,12,4,33,1
"542","NPC42384","C38H50O6",602.36,4.7924,4.98,9.66,4,3,111.9,23,3,44,2
"543","NPC81229","C20H26N2O",310.2,0.3023,3.33,4.324,3,0,17.4,4,5,23,0
"544","NPC32222","C15H26O",222.2,1.3573,3,5.176,1,1,20.23,5,3,16,1
"545","NPC35160","C33H40O10",596.26,1.8457,3.99,6.502,9,1,134.66,19,4,43,2
"546","NPC148898","C18H19NO3",297.14,0.5978,3,1.58,2,0,30.93,2,5,22,0
"547","NPC156432","C25H22O7",434.14,-0.1817,3.44,2.087,1,4,116.45,8,5,32,0
"548","NPC80710","C16H12O5",284.07,-1.6391,2.67,2.031,1,2,75.99,5,3,21,0
"549","NPC191459","C18H16O8",360.08,-2.38,2.56,0.919,2,3,114.68,10,3,26,0
"550","NPC210828","C13H9NO2",211.06,-1.0731,2.56,2.984,2,2,53.09,2,3,16,0
"551","NPC40089","C33H36O8",560.24,2.134,4.21,2.525,5,2,119.36,14,4,41,0
"552","NPC11422","C16H12O5",284.07,-1.4161,2.67,1.797,0,1,57.15,1,5,21,0
"553","NPC245029","C30H50O3",458.38,2.1607,4.43,8.321,3,1,46.53,11,5,33,1
"554","NPC30911","C16H23NO6",325.15,-0.5674,2.45,0.018,7,2,96.3,5,3,23,0
"555","NPC83922","C24H24O6",408.16,1.3949,3.44,3.04,1,2,85.22,10,4,30,0
"556","NPC23614","C21H18NO4.H2O",348.12,-1.7479,3.22,3.37,0,0,40.8,5,5,26,0
"557","NPC264317","C30H48O3",456.36,2.3495,4.43,9.407,3,2,57.53,10,5,33,1
"558","NPC245029","C30H50O3",458.38,2.1607,4.43,8.321,3,1,46.53,11,5,33,1
"559","NPC235557","C38H54O7",622.39,0.6211,4.87,8.607,5,5,127.45,16,6,45,1
"560","NPC107704","C31H50O",438.39,3.2027,4.76,11.758,1,0,17.07,12,5,32,1
"561","NPC35961","C18H19NO4",313.13,-0.6499,2.89,3.109,2,3,82.28,10,2,23,0
